Origin_Node,Origin_Lon,Origin_Lat,Dest_Node,Dest_Lon,Dest_Lat,Distance_km,Is_On_Optimal_Route
ŞERİF AĞA,28.0021162614193,41.0972543820986,KIVILCIM SOKAK,29.2533056039897,40.9641156848884,131.0334,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,YILMAZKENT,28.6606839999729,41.0174820005556,59.897800000000004,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,ŞENBAĞLAR,29.1704849999923,41.0718050005654,115.6869,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,NURİ CINGILLIOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ,29.1122689999917,40.97557500055,120.9589,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,TEKSTİLKENT ÇARŞI,28.865820650156,41.0671597947319,86.599,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,FATİH SULTAN MEHMET EĞİTİM VE ARAŞTIRMA HASTANESİ,29.1008049999916,40.9704530005491,122.1602,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,ŞEHİT İBRAHİM KOPARIR CADDESİ,28.8791499276593,41.009941314845,91.0962,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,FEVZİ ÇAKMAK MAHALLESİ,28.8594849999853,41.0424760005603,86.36,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,MARMARA CADDESİ,28.6384696686707,40.9707685137959,60.5507,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,BULGURLU CADDESİ,29.074887999991,41.0155670005563,118.7121,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,HZ.EBUBEKİR CAMİİ,28.8684480169388,41.0343219939212,88.2983,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,MARMARA ÜNİVERSİTESİ HASTANESİ,29.2609176000096,40.8867881991193,141.7721,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,ŞEHİT AHMET KOCABAY ANADOLU İMAM HATİP LİSESİ,28.6389676521734,41.026657223589,60.6522,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,AYDINLI YOLU CADDESİ,29.3134769999944,40.8538150005308,148.5722,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,ATATÜRK BULVARI,28.6511749999728,40.9977050005529,60.8234,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,SANCAKTEPE,28.7201099999774,41.2099450005872,73.98360000000001,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,KALYON SOKAK,29.2261769999934,40.9066820005391,136.3088,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,İNCİRTEPE,28.6857659999756,41.0237230005571,73.446,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,HALK EKMEK,28.0419759997698,41.0523120005556,6.9035,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,KARANFİL ALTI,29.0228779545137,41.0926269778923,103.41980000000001,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,HAREKET SİTESİ,29.0360669999902,41.0748590005658,104.45960000000001,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,YUNUS,29.2084999999932,40.8829430005353,139.2281,0
ŞERİF AĞA,28.0021162614193,41.0972543820986,SOĞUKSU MAHALLESİ,29.1621690436412,41.1740460261898,119.6172,0
AYDIN,28.6743659999746,41.0336980005586,FEVZİ ÇAKMAK CADDESİ,28.7165869999779,40.9984380005531,6.169,0
AYDIN,28.6743659999746,41.0336980005586,ÇATALCA DEVLET HASTANESİ ACİL GİRİŞİ,28.4656043141045,41.1356651078862,29.834,0
AYDIN,28.6743659999746,41.0336980005586,ŞERİF AĞA,28.0021162614193,41.0972543820986,62.2949,0
AYDIN,28.6743659999746,41.0336980005586,ŞEHİT EROL OLÇOK,29.0419569999904,41.0213840005572,43.702,0
AYDIN,28.6743659999746,41.0336980005586,SU TERAZİSİ,28.7784149999817,41.0029450005539,14.9265,0
AYDIN,28.6743659999746,41.0336980005586,AŞIK MAHSUNİ ŞERİF CADDESİ,29.1870010000103,40.9976309991169,57.1641,0
AYDIN,28.6743659999746,41.0336980005586,BLOKLAR- ŞEHİT MEHMET CİVAK,28.9994669645928,41.1220159650117,38.622,0
AYDIN,28.6743659999746,41.0336980005586,SÜNNET KÖPRÜSÜ,28.9510299999882,41.0635170005639,35.0349,0
AYDIN,28.6743659999746,41.0336980005586,BİLGİ SOKAK,29.0325950309239,41.0930880443516,37.9931,0
AYDIN,28.6743659999746,41.0336980005586,LİLYUM SOKAK,28.7123323385955,41.0736702937127,9.3723,0
AYDIN,28.6743659999746,41.0336980005586,ESENKENT PARK,28.6693000000048,41.0608999991152,4.6122,0
AYDIN,28.6743659999746,41.0336980005586,GÖĞÜS HASTANESİ,28.9165884776912,41.0002834089139,27.302599999999998,0
AYDIN,28.6743659999746,41.0336980005586,VİLLALAR,29.3264570000089,41.088738999115,74.77539999999999,0
AYDIN,28.6743659999746,41.0336980005586,SEVBAN MEHMET CADDESİ,28.7327939999782,41.2081150005869,37.0679,0
AYDIN,28.6743659999746,41.0336980005586,BEZMİALEM VAKIF ÜNİVERSİTESİ,28.9342369999879,41.020832000557,28.1613,0
AYDIN,28.6743659999746,41.0336980005586,ŞEHİT TAHSİN GEREKLİ,28.7143569999776,41.0641270005636,8.483,0
AYDIN,28.6743659999746,41.0336980005586,SELÇUKLAR CAMİİ,29.1141739999917,40.9782920005503,56.136,0
AYDIN,28.6743659999746,41.0336980005586,ŞEHİT ASKERİ ÇOBAN,29.1030369999914,41.0487400005617,49.3512,0
AYDIN,28.6743659999746,41.0336980005586,NEVZAT AYAZ ANADOLU LİSESİ,29.1050839603896,41.0305569600878,50.526900000000005,0
AYDIN,28.6743659999746,41.0336980005586,SAHİL YOLU-2,28.7043239999758,41.3334350006074,42.9499,0
AYDIN,28.6743659999746,41.0336980005586,DOĞANCILI KÖYÜ,29.4391499889812,41.1934299789376,99.6552,0
AYDIN,28.6743659999746,41.0336980005586,AKASYA KONUTLARI GÖL ETABI,29.0557889999907,41.0064260005549,41.9566,0
AYDIN,28.6743659999746,41.0336980005586,AKPINAR KÖYÜ MEZARLIĞI,28.8140538626958,41.2780617224951,45.0653,0
AYDIN,28.6743659999746,41.0336980005586,EVYAP CAMİİ ,28.9915859805012,41.1090050356075,38.1171,0
AYDIN,28.6743659999746,41.0336980005586,ÖZTEPE CADDESİ,29.2708380000095,41.0108569991167,67.878,0
AYDIN,28.6743659999746,41.0336980005586,ZÜMRÜT,28.6540179843309,41.0610780193715,6.3179,0
AYDIN,28.6743659999746,41.0336980005586,KIVILCIM SOKAK,29.2533056039897,40.9641156848884,66.3297,0
AYDIN,28.6743659999746,41.0336980005586,YILMAZKENT,28.6606839999729,41.0174820005556,3.2593,1
AYDIN,28.6743659999746,41.0336980005586,ŞENBAĞLAR,29.1704849999923,41.0718050005654,50.9832,0
AYDIN,28.6743659999746,41.0336980005586,NURİ CINGILLIOĞLU MESLEKİ VE TEKNİK ANADOLU LİSESİ,29.1122689999917,40.97557500055,56.255199999999995,0
AYDIN,28.6743659999746,41.0336980005586,TEKSTİLKENT ÇARŞI,28.865820650156,41.0671597947319,21.895400000000002,0
AYDIN,28.6743659999746,41.0336980005586,FATİH SULTAN MEHMET EĞİTİM VE ARAŞTIRMA HASTANESİ,29.1008049999916,40.9704530005491,57.4565,0
AYDIN,28.6743659999746,41.0336980005586,ŞEHİT İBRAHİM KOPARIR CADDESİ,28.8791499276593,41.009941314845,24.2155,0
