LATITUDE,LONGITUDE,AVERAGE_SPEED,MAXIMUM_SPEED,NUMBER_OF_VEHICLES
40.9597778320313,28.8446044921875,25.541666666666668,51,1.75
40.9597778320313,29.0643310546875,42.041666666666664,72,2.0
40.9597778320313,29.0753173828125,39.806451612903224,83,58.38709677419355
40.9597778320313,29.0863037109375,30.129032258064516,69,62.935483870967744
40.9597778320313,29.0972900390625,24.451612903225808,73,100.06451612903226
40.9597778320313,29.1082763671875,36.935483870967744,161,461.3225806451613
40.9597778320313,29.1192626953125,34.74193548387097,100,91.6774193548387
40.9597778320313,29.1412353515625,50.903225806451616,96,82.6774193548387
40.9597778320313,29.1522216796875,26.483870967741936,70,46.96774193548387
40.9597778320313,29.1632080078125,47.29032258064516,108,60.25806451612903
40.9597778320313,29.1741943359375,70.54838709677419,156,97.2258064516129
40.9597778320313,29.1851806640625,79.12903225806451,151,83.6774193548387
40.9597778320313,29.1961669921875,46.096774193548384,83,7.193548387096774
40.9597778320313,29.2071533203125,33.03225806451613,81,36.774193548387096
40.9597778320313,29.2181396484375,46.774193548387096,161,257.38709677419354
40.9597778320313,29.2291259765625,27.516129032258064,64,4.064516129032258
40.9597778320313,29.2730712890625,57.74193548387097,140,28.548387096774192
40.9597778320313,29.2840576171875,68.09677419354838,174,484.5806451612903
40.9597778320313,29.2950439453125,41.354838709677416,160,111.2258064516129
40.9597778320313,29.3060302734375,45.193548387096776,102,19.967741935483872
40.9597778320313,29.3170166015625,82.06451612903226,166,159.8709677419355
40.9597778320313,29.3280029296875,67.3225806451613,175,121.06451612903226
40.9597778320313,29.3389892578125,80.58064516129032,135,70.58064516129032
40.9652709960938,28.8006591796875,45.03225806451613,101,66.6774193548387
40.9652709960938,28.8116455078125,51.12903225806452,114,72.93548387096774
40.9652709960938,28.8226318359375,47.25806451612903,118,78.7741935483871
40.9652709960938,28.8336181640625,38.83870967741935,120,176.0
40.9652709960938,28.8446044921875,42.806451612903224,92,9.709677419354838
40.9652709960938,29.0533447265625,31.451612903225808,76,20.483870967741936
40.9652709960938,29.0643310546875,29.032258064516128,70,67.6774193548387
40.9652709960938,29.0753173828125,27.967741935483872,92,63.87096774193548
40.9652709960938,29.0863037109375,21.838709677419356,70,51.645161290322584
40.9652709960938,29.0972900390625,20.29032258064516,53,39.29032258064516
40.9652709960938,29.1082763671875,34.54838709677419,152,472.96774193548384
40.9652709960938,29.1192626953125,31.032258064516128,104,121.74193548387096
40.9652709960938,29.1302490234375,28.032258064516128,71,31.387096774193548
40.9652709960938,29.1412353515625,50.41935483870968,97,40.38709677419355
40.9652709960938,29.1741943359375,37.51851851851852,60,4.0
40.9652709960938,29.1851806640625,73.54838709677419,136,66.06451612903226
40.9652709960938,29.1961669921875,60.064516129032256,145,191.96774193548387
40.9652709960938,29.2071533203125,30.516129032258064,77,45.516129032258064
40.9652709960938,29.2181396484375,52.29032258064516,145,243.67741935483872
40.9652709960938,29.2620849609375,32.96774193548387,84,13.870967741935484
40.9652709960938,29.2730712890625,56.25806451612903,167,484.83870967741933
40.9652709960938,29.2840576171875,33.32258064516129,102,60.45161290322581
40.9652709960938,29.3170166015625,84.87096774193549,177,117.83870967741936
40.9652709960938,29.3280029296875,81.03225806451613,189,140.6451612903226
40.9707641601563,28.6798095703125,37.29032258064516,85,24.806451612903224
40.9707641601563,28.6907958984375,36.75,48,1.375
40.9707641601563,28.7127685546875,25.06451612903226,66,35.0
40.9707641601563,28.7237548828125,27.483870967741936,75,49.225806451612904
40.9707641601563,28.7347412109375,26.967741935483872,75,49.516129032258064
40.9707641601563,28.7457275390625,26.103448275862068,56,12.724137931034482
40.9707641601563,28.7896728515625,42.70967741935484,103,37.96774193548387
40.9707641601563,28.8006591796875,44.774193548387096,97,53.774193548387096
40.9707641601563,28.8336181640625,47.96774193548387,113,89.19354838709677
40.9707641601563,28.8446044921875,39.74193548387097,99,126.41935483870968
40.9707641601563,29.0423583984375,23.533333333333335,47,7.066666666666666
40.9707641601563,29.0533447265625,28.322580645161292,70,60.0
40.9707641601563,29.0643310546875,23.0,67,58.064516129032256
40.9707641601563,29.0753173828125,20.0,54,26.967741935483872
40.9707641601563,29.0863037109375,22.774193548387096,83,49.516129032258064
40.9707641601563,29.0972900390625,38.45161290322581,152,378.5483870967742
40.9707641601563,29.1082763671875,26.451612903225808,131,180.67741935483872
40.9707641601563,29.1192626953125,22.677419354838708,65,112.29032258064517
40.9707641601563,29.1302490234375,22.70967741935484,92,89.29032258064517
40.9707641601563,29.1412353515625,24.774193548387096,69,130.8709677419355
40.9707641601563,29.1522216796875,24.838709677419356,56,11.290322580645162
40.9707641601563,29.1851806640625,32.58064516129032,72,43.29032258064516
40.9707641601563,29.1961669921875,29.93548387096774,129,128.6451612903226
40.9707641601563,29.2071533203125,62.03225806451613,134,175.74193548387098
40.9707641601563,29.2181396484375,48.935483870967744,145,431.2258064516129
40.9707641601563,29.2401123046875,30.0,30,1.0
